an,judet,emig_masc_nr,emig_fem_nr,emigranti_total_nr,emig_15_64_nr,imig_masc_nr,imig_fem_nr,imigranti_total_nr,imigranti_15_64_nr,populatie_15_64,populatie_rurala,populatie_totala,pondere_rurala,rata_emig_def,rata_imig_def,rata_emig_15_64,rata_imig_15_64,intensitate_migratie,sup_grau_ha,sup_orz_orzoaica_ha,sup_porumb_boabe_ha,sup_floarea_soarelui_ha,sup_rapita_ha,sup_soia_boabe_ha,sup_totala_cultivata_ha,pondere_grau,pondere_orz_orzoaica,pondere_porumb_boabe,pondere_floarea_soarelui,pondere_rapita,pondere_soia_boabe,prod_grau_tone,prod_orz_orzoaica_tone,prod_porumb_boabe_tone,prod_floarea_soarelui_tone,prod_rapita_tone,prod_soia_boabe_tone,yield_grau,yield_orz_orzoaica,yield_porumb_boabe,yield_floarea_soarelui,yield_rapita,yield_soia_boabe,ocupati_total_nr,ocupati_agri_nr,pondere_ocupati_agri,tractoare_nr,pluguri_nr,semanatori_mecanice_nr,masini_stropit_prafuit_mecanice_nr,combine_cereale_nr,tractoare_1000ha,pluguri_1000ha,semanatori_1000ha,masini_stropit_1000ha,combine_1000ha,z_tractoare_1000ha,z_pluguri_1000ha,z_semanatori_1000ha,z_combine_1000ha,indice_mecanizare_vechi,indice_mecanizare_nou,temperatura_medie_anuala_C,schimbare_temp_anuala_C,precipitatii_anuale_mm,schimbare_precipitatii_anuala_mm,schimbare_precipitatii_anuala_pct
2020,Sibiu,278,324,602,513,86,97,183,142,263425,140350,400919,35.00707125,1.501550188,0.456451303,1.947423365,0.539052861,1.958001492,6427,1234,24777,794,1226,1928,36386,17.66338702,3.39141428,68.09487165,2.182157973,3.369427802,5.298741274,21234,3322,130656,1775,3686,2493,3.30387428,2.692058347,5.273277637,2.235516373,3.006525285,1.293049793,191100,19800,10.3610675,5621,3256,1317,129,258,154.4824933,89.48496675,36.19523993,3.545319628,7.090639257,1.058959424,0.813863617,1.840264609,0.272911021,0.996499668,1.271045692,9.037244714,-0.472166642,1025.729128,133.1578861,14.91846026
2021,Sibiu,450,527,977,825,131,152,283,216,255593,141448,394693,35.83747368,2.475341595,0.71701297,3.227787928,0.845093567,3.192354564,6868,998,27324,1449,2012,1453,40104,17.12547377,2.488529822,68.13285458,3.613105925,5.016955915,3.623079992,26187,3589,151921,3029,5437,3363,3.812900408,3.596192385,5.559983897,2.090407177,2.702286282,2.314521679,180700,10200,5.644714997,5746,3320,1052,132,289,143.2774786,82.78475962,26.23179733,3.29144225,7.206263714,0.921440535,0.681325775,0.906330446,0.29978229,0.702219761,1.080221421,8.047819718,-0.989424996,996.2244239,-29.50470444,-2.876461595
2022,Sibiu,556,602,1158,965,182,190,372,282,249140,142927,390264,36.62315766,2.967222188,0.95320091,3.873324235,1.131893714,3.920423098,6464,753,27477,2216,982,1374,39266,16.46207915,1.917689604,69.97657006,5.643559313,2.500891356,3.499210513,24541,2328,125709,5022,2547,2189,3.796565594,3.091633466,4.57506278,2.266245487,2.593686354,1.593158661,187100,10600,5.665419562,5986,3426,1115,130,301,152.44741,87.25105689,28.39606784,3.310752305,7.665664952,1.033982893,0.769674298,1.109200703,0.406547713,0.829851402,1.211421221,8.855197409,0.807377691,745.3058841,-250.9185398,-25.18694923
2012,Suceava,609,463,1072,800,382,216,598,546,411657,372027,632985,58.77343065,1.693563039,0.944730128,1.943365472,1.326346934,2.638293167,12953,5591,39637,1203,486,894,60764,21.31689816,9.201171746,65.23105786,1.979790666,0.79981568,1.471265881,31308,11720,135814,1817,803,1183,2.417046244,2.096226078,3.426444988,1.51039069,1.652263374,1.323266219,237900,110100,46.27994956,5143,3893,1039,216,601,84.63893095,64.06753999,17.09894016,3.554736357,9.890724771,0.20177098,0.311077534,0.050252113,0.923654405,0.371688758,-0.375613516,6.89011175,0.320932099,778.2080712,147.3091865,23.34909605
2013,Suceava,368,392,760,577,544,275,819,750,412474,372316,632041,58.906938,1.202453638,1.295802013,1.39887605,1.818296426,2.498255651,14094,5953,37326,1754,1226,1369,61722,22.83464567,9.644859207,60.47438515,2.841774408,1.986325783,2.218009786,38646,13478,145381,3044,2373,1969,2.74201788,2.264068537,3.894898998,1.735461802,1.935562806,1.438276114,233600,104000,44.52054795,5152,3905,1049,219,607,83.4710476,63.26755452,16.99556074,3.54816759,9.834418846,0.187437574,0.295252897,0.040561731,0.910568837,0.35845526,-0.376425115,6.852005005,-0.038106745,830.5166346,52.3085635,6.721668078
2014,Suceava,108,145,253,209,1367,592,1959,1883,411590,372723,631587,59.01372258,0.400578226,3.101710453,0.507786875,4.574941082,3.502288679,15261,6099,36900,1329,1701,967,62257,24.51290618,9.796488748,59.27044348,2.134699712,2.732222883,1.553238993,49709,16549,151772,2572,4003,2221,3.25725706,2.713395639,4.113062331,1.935289691,2.353321576,2.296794209,230000,100100,43.52173913,4651,3114,901,56,328,74.70645871,50.01847182,14.47226818,0.899497245,5.268483865,0.079869975,0.033170726,-0.195961851,-0.150560177,-0.058370332,-0.782200312,7.30392826,0.451923255,997.8338644,167.3172298,20.14616237
2015,Suceava,169,176,345,288,993,499,1492,1386,409471,372678,630621,59.09698535,0.547079783,2.365921845,0.703346513,3.384855094,2.913001629,17246,5046,38120,1523,1148,2044,65127,26.48056873,7.747938643,58.53179173,2.338507839,1.762709782,3.138483271,46051,8658,89681,2693,2585,3165,2.670242375,1.715814507,2.352597062,1.768220617,2.25174216,1.548434442,222400,86500,38.89388489,6269,4136,1066,57,498,96.25808037,63.50668693,16.36801941,0.875213045,7.646598185,0.344372535,0.299983212,-0.018261541,0.402116573,0.257052695,-0.459365411,7.755597201,0.451668942,745.7006382,-252.1332262,-25.26805665
2016,Suceava,233,306,539,451,1048,652,1700,1580,406585,372400,629115,59.19426496,0.856759098,2.702208658,1.10923915,3.886026292,3.558967756,18183,5379,39181,3032,1698,1963,69436,26.1867043,7.746701999,56.42750158,4.36661098,2.445417363,2.827063771,58732,11958,123646,4108,4546,3159,3.230050047,2.223089794,3.155764273,1.354881266,2.677267373,1.609271523,217400,74300,34.17663293,7397,5124,1291,80,622,106.529754,73.79457342,18.59266087,1.1521401,8.957889279,0.470436551,0.503489499,0.190267654,0.706862267,0.467763993,-0.177423304,7.238829642,-0.51676756,928.7565042,183.0558659,24.54817075
2017,Suceava,233,297,530,428,3966,2108,6074,5539,403590,371995,627975,59.23723078,0.843982643,9.672359568,1.060482173,13.72432419,10.51634221,19065,4900,37563,3043,1542,2362,68475,27.8422782,7.155896313,54.85651698,4.443957649,2.251916758,3.4494341,76296,13362,203505,7490,3782,4678,4.001888277,2.726938776,5.417698267,2.461386789,2.452658885,1.980524979,217100,74800,34.45416859,7511,5159,1320,80,640,109.6896678,75.34136546,19.27710843,1.168309602,9.346476816,0.509218101,0.534086834,0.254425093,0.797170498,0.523725131,-0.136297099,7.244947491,0.00611785,752.9694944,-175.7870097,-18.92713633
2018,Suceava,298,360,658,547,4220,2256,6476,6048,400609,371248,626799,59.22919469,1.049778318,10.33186077,1.365421146,15.09701479,11.38163909,24823,5584,40877,4782,3126,3331,82523,30.08009888,6.766598403,49.53406929,5.794748131,3.788034851,4.036450444,94329,15947,299892,13050,6871,8175,3.800064456,2.855838109,7.336448369,2.728983689,2.198016635,2.454217953,219700,75500,34.36504324,7609,5161,1325,24,683,92.20459751,62.54014032,16.05612981,0.290828012,8.276480496,0.294624233,0.280863803,-0.047496853,0.548502012,0.269123299,-0.240205321,7.285166885,0.040219394,908.7257398,155.7562454,20.68559835
2019,Suceava,311,380,691,553,2209,1621,3830,3443,397794,370172,625804,59.1514276,1.104179583,6.120127069,1.39016677,8.655233613,7.224306652,21307,4687,37759,5207,2763,3271,74994,28.41160626,6.24983332,50.34936128,6.943222124,3.684294744,4.361682268,80461,14266,213450,12022,6087,7460,3.776270709,3.043737999,5.652956911,2.308815057,2.203040174,2.28064812,220600,74700,33.86219402,7661,5191,1334,24,686,102.1548391,69.21887084,17.78808971,0.320025602,9.147398459,0.41674332,0.412976813,0.114850298,0.750904438,0.423868717,-0.176905483,7.939380993,0.654214108,806.7088053,-102.0169345,-11.22637227
2020,Suceava,263,306,569,469,711,640,1351,1160,394642,369371,624143,59.18050831,0.911650055,2.164568056,1.188418871,2.9393729,3.07621811,20835,4595,37913,6161,2157,2613,74274,28.0515389,6.186552495,51.04478014,8.294961898,2.904111802,3.51805477,73536,12102,190890,17745,6704,4652,3.529445644,2.633732318,5.034948435,2.880214251,3.108020399,1.780329124,218100,71800,32.92067859,7686,5394,1345,18,678,103.4817029,72.62299055,18.10862482,0.242345908,9.128362549,0.433027889,0.480314236,0.144896007,0.746480469,0.45117965,-0.111296488,7.754473137,-0.184907855,889.5922488,82.88344344,10.27427033
2021,Suceava,476,568,1044,820,891,726,1617,1358,398213,379161,631842,60.00883132,1.652311812,2.5591841,2.059199474,3.410235226,4.211495912,21848,5312,39695,7334,2544,2619,79352,27.53301744,6.694223208,50.02394395,9.242363141,3.205968344,3.30048392,83648,13248,201601,14910,7162,6260,3.8286342,2.493975904,5.078750472,2.032997,2.815251572,2.390225277,181000,34900,19.28176796,7786,5513,1425,19,698,98.11977014,69.47524952,17.95795947,0.23943946,8.796249622,0.367221011,0.41804828,0.130773226,0.669297008,0.396334881,-0.047532144,6.428943981,-1.325529156,862.7654502,-26.82679858,-3.015628635
2022,Suceava,626,664,1290,1043,522,649,1171,987,403497,390083,641647,60.79401914,2.010451229,1.824991,2.584901499,2.446114841,3.835442229,19765,5283,45069,10018,2007,2982,85124,23.21906865,6.206240308,52.94511536,11.76871388,2.357736948,3.503124853,71691,14697,247382,20770,4676,4499,3.627169239,2.781942078,5.48896137,2.073268117,2.329845541,1.508718981,185500,35300,19.0296496,7678,5708,1498,19,647,90.19782905,67.05511959,17.59785724,0.223203797,7.60067666,0.269995209,0.370175312,0.09701865,0.391444353,0.282158381,-0.092736598,7.252826113,0.823882132,682.2724855,-180.4929647,-20.92028195
2012,Teleorman,139,165,304,270,12,10,22,17,235164,254288,375168,67.779768,0.810303651,0.058640396,1.148134919,0.072289976,0.868944046,178898,26859,79726,85695,14931,1064,387173,46.20621789,6.937208948,20.59182846,22.13351654,3.856415607,0.274812551,432909,70455,121131,106650,24119,60,2.419864951,2.623143081,1.519341244,1.244530019,1.615364008,0.056390977,158300,88500,55.90650663,7518,6378,4447,139,1482,19.41767634,16.47325614,11.48582158,0.359012638,3.827746253,-0.598687987,-0.630392417,-0.475899682,-0.485389404,-0.547592373,-0.35003065,12.85167518,1.128388457,595.1407777,86.22157854,16.94209585
2013,Teleorman,168,160,328,290,17,17,34,32,231062,250764,369779,67.81455951,0.887016299,0.091946811,1.255074396,0.138490968,0.97896311,168513,27919,72886,90135,23758,265,383476,43.9435584,7.280507776,19.00666535,23.50473041,6.195433352,0.069104716,524572,81470,291936,183297,47165,520,3.112946776,2.918084459,4.005378262,2.033582959,1.985226029,1.962264151,154300,83800,54.30978613,7257,5924,4244,117,1473,18.92426123,15.44816364,11.06718543,0.30510384,3.841179109,-0.60474366,-0.650669932,-0.515140998,-0.482267591,-0.563205545,-0.38790139,12.81233635,-0.039338835,659.6776318,64.53685415,10.84396441
2014,Teleorman,110,119,229,203,20,23,43,39,226461,246729,364484,67.69268336,0.628285467,0.117975,0.896401588,0.172215083,0.746260467,160126,34284,68751,87485,30758,633,382037,41.91374134,8.973999901,17.99590092,22.89961444,8.051052647,0.165690758,542534,110724,316258,196099,77972,1418,3.388169317,3.229611481,4.600049454,2.241515688,2.535015281,2.240126382,150100,80900,53.89740173,7258,5874,4277,117,1460,18.99815986,15.3754741,11.19525072,0.306253059,3.821619372,-0.603836704,-0.652107815,-0.503136658,-0.486813299,-0.561473619,-0.37881627,12.25471513,-0.557621212,904.3051894,244.6275576,37.0828941
2015,Teleorman,122,144,266,240,24,45,69,64,221122,242485,358556,67.6282087,0.74186459,0.192438559,1.085373685,0.289432983,0.934303149,151074,29326,74784,82077,26535,896,364692,41.42509296,8.041306088,20.50607088,22.50584054,7.276002764,0.245686771,522410,99616,231463,144565,60385,874,3.457974238,3.396849212,3.095087184,1.761333869,2.275673639,0.975446429,140600,69600,49.50213371,7295,5888,4291,117,1497,20.00318077,16.14513069,11.76609303,0.320818663,4.104833668,-0.591502105,-0.636883118,-0.449628131,-0.420993941,-0.524751824,-0.290477413,13.16929677,0.914581634,589.2847582,-315.0204312,-34.83563236
2016,Teleorman,200,203,403,359,35,45,80,68,215912,238772,352558,67.72559409,1.143074331,0.226913019,1.662714439,0.314943125,1.36998735,160966,30176,72832,48448,32895,876,346193,46.49602967,8.716525175,21.03797593,13.99450595,9.501925227,0.253038045,580409,105870,263332,96575,86501,1176,3.605786315,3.508417285,3.615608524,1.993374339,2.629609363,1.342465753,132700,59900,45.13941221,7124,6053,4374,198,997,20.57811683,17.48446676,12.63457089,0.571935308,2.879896474,-0.584445928,-0.610389503,-0.368220412,-0.705670881,-0.567181681,-0.409546469,12.64504502,-0.524251749,684.4078001,95.12304183,16.14211814
2017,Teleorman,175,204,379,326,61,69,130,122,209891,234003,345646,67.70019037,1.096497573,0.376107347,1.55318713,0.581254079,1.472604919,158153,25686,68423,57418,57159,868,367707,43.01060355,6.985453092,18.60802215,15.61515011,15.54471359,0.236057513,807624,113777,423773,174459,161232,1200,5.106599306,4.429533598,6.19342911,3.038402592,2.820763134,1.382488479,132400,60400,45.61933535,6894,5812,4328,210,1028,18.74862322,15.80606298,11.77024098,0.571106887,2.795704188,-0.606899261,-0.643590269,-0.449239319,-0.725237274,-0.606241531,-0.517698206,12.07276732,-0.572277698,794.0734784,109.6656784,16.02344075
2018,Teleorman,224,226,450,389,58,71,129,110,203572,227973,337930,67.46160447,1.33163673,0.381735862,1.910871829,0.54034936,1.713372592,163385,23071,65749,63568,59166,2055,376994,43.33888603,6.119726043,17.44033062,16.86180682,15.69414898,0.545101514,781749,103871,494914,228300,142477,5393,4.784704838,4.50223224,7.527323609,3.59142965,2.408089105,2.6243309,132400,60700,45.84592145,6429,5632,2675,210,1242,17.0533218,14.9392298,7.095603644,0.557038043,3.29448214,-0.627705657,-0.660737232,-0.88742155,-0.609320652,-0.696296273,-0.658561208,12.56271999,0.489952674,706.5936521,-87.4798263,-11.01659087
2019,Teleorman,193,222,415,371,90,69,159,145,198613,223103,331743,67.25175814,1.25096837,0.479286677,1.867954263,0.730062987,1.730255047,163766,26002,74890,88123,27599,1134,381514,42.92529239,6.815477283,19.62968594,23.09823493,7.234072668,0.297236799,823526,118128,565361,233509,58192,2264,5.028675061,4.543035151,7.549218854,2.649807655,2.108482191,1.996472663,131600,60300,45.82066869,6477,5632,2675,210,1209,16.97709652,14.76223677,7.01153824,0.550438516,3.168953171,-0.628641168,-0.664238358,-0.895301513,-0.638493742,-0.706668695,-0.678172696,13.54696219,0.984242198,569.7946247,-136.7990275,-19.3603533
2020,Teleorman,162,171,333,272,54,66,120,100,194471,220424,326829,67.44321954,1.018881433,0.367164481,1.398666125,0.514215487,1.386045914,169263,26645,76194,85182,19112,1429,377825,44.79931185,7.052206709,20.16647919,22.5453583,5.05842652,0.378217429,711853,112504,309939,186789,52392,1791,4.205603115,4.222330644,4.067761241,2.192822427,2.741314357,1.253324003,130300,58000,44.51266309,6505,5232,2701,210,1228,17.21696553,13.8476808,7.148812281,0.555812876,3.250181963,-0.625697261,-0.682329333,-0.882433981,-0.619616069,-0.702519161,-0.675320017,13.58319025,0.036228054,605.669319,35.87469432,6.296074544
2021,Teleorman,198,233,431,352,57,93,150,122,194222,218786,323413,67.64910501,1.332661334,0.463803248,1.812359053,0.628147172,1.796464582,157081,24046,67961,79853,29164,198,358303,43.84026927,6.711079729,18.96746608,22.28644471,8.139479714,0.055260492,776283,115120,288776,179998,98062,153,4.94192805,4.787490643,4.249142891,2.25411694,3.362433137,0.772727273,99800,29000,29.05811623,6574,5218,2684,210,1245,18.34759966,14.56309325,7.490866669,0.586096125,3.474712743,-0.611821014,-0.668177648,-0.850371139,-0.567434834,-0.674451159,-0.595041759,12.42465847,-1.158531776,751.4383392,145.7690202,24.06742684
2022,Teleorman,255,266,521,436,110,107,217,179,194576,216368,320248,67.56263895,1.62686418,0.67759986,2.240769674,0.919949017,2.30446404,160051,25752,61217,80812,41792,63,369687,43.29365112,6.965892769,16.55914328,21.8595731,11.3046983,0.017041443,699248,114645,163881,173934,122864,137,4.368907411,4.451887232,2.677050493,2.152328862,2.939892802,2.174603175,101400,29300,28.89546351,6463,5201,2664,225,1230,17.4823567,14.06865808,7.206095968,0.60862297,3.327138904,-0.622440121,-0.677958147,-0.877064432,-0.60173118,-0.69479847,-0.638402811,13.38784019,0.963181716,357.7466582,-393.691681,-52.39174799
2012,Timis,416,593,1009,724,171,156,327,285,500807,263942,688343,38.34454625,1.465838979,0.475053861,1.445666694,0.569081502,1.94089284,111042,14410,193852,30513,2100,3000,354917,31.28675155,4.060104193,54.61896725,8.597221322,0.591687634,0.845268049,457997,53545,522345,58570,4186,4842,4.124538463,3.715822346,2.69455564,1.919509717,1.993333333,1.614,334200,75400,22.56134051,10530,8431,5448,62,1411,29.66890851,23.75484973,15.35006776,0.17468873,3.975577389,-0.472874849,-0.486354079,-0.113680349,-0.451033263,-0.380985635,-0.119793663,12.07414534,0.650116607,684.014079,162.8207839,31.23999971
2013,Timis,428,534,962,727,136,121,257,208,502103,267373,692072,38.63369707,1.390028783,0.371348646,1.44791009,0.414257632,1.761377429,141064,34644,169352,44748,6308,4181,400297,35.23983442,8.654573979,42.30658736,11.17869982,1.575829946,1.044474478,627736,148183,748248,125325,17170,4747,4.450008507,4.277306316,4.418300345,2.800683829,2.721940393,1.135374312,334400,71200,21.29186603,10541,8431,5448,62,1411,26.33294779,21.06186157,13.60989465,0.154884998,3.524882775,-0.513817019,-0.539624498,-0.276797375,-0.555775256,-0.471503537,-0.229651165,12.21813367,0.143988336,836.3573176,152.3432387,22.27194489
2014,Timis,262,337,599,531,172,129,301,258,501100,270151,694564,38.89504783,0.862411527,0.433365392,1.059668729,0.514867292,1.295776919,146559,24978,179064,37387,9472,4665,402125,36.44612993,6.211501399,44.52943736,9.297357787,2.355486478,1.160087038,582080,95866,801549,125556,27804,11283,3.97164282,3.838017455,4.4763269,3.358279616,2.935388514,2.418649518,336200,68600,20.40452112,10592,8431,5448,62,1433,26.34006839,20.9661175,13.54802611,0.154180914,3.563568542,-0.513729628,-0.541518426,-0.28259669,-0.546784635,-0.471157345,-0.257023187,12.61156373,0.393430056,920.9799271,84.62260949,10.11799714
2015,Timis,343,496,839,715,182,203,385,325,498598,273110,696336,39.22100825,1.204878105,0.552894005,1.434020995,0.651827725,1.75777211,138938,20072,175000,46000,10051,7591,397652,34.93959543,5.047629586,44.00832889,11.56790359,2.527586935,1.908955569,657714,94062,700009,101200,20115,10064,4.733866905,4.686229574,4.000051429,2.2,2.001293404,1.32578053,341200,60000,17.58499414,9767,8431,5448,62,1433,24.56167704,21.20195548,13.70042147,0.155915222,3.603653446,-0.535555784,-0.536853278,-0.268311744,-0.537468853,-0.469547415,-0.245320433,12.60524339,-0.00632034,654.5355859,-266.4443412,-28.93052643
2016,Timis,568,755,1323,1144,232,265,497,417,495439,277073,697593,39.71843181,1.896521324,0.71244981,2.309063275,0.841677785,2.608971134,142909,16552,174787,46785,8887,3451,393371,36.32931762,4.207732649,44.43311785,11.89335259,2.259190433,0.87728887,660891,69422,1136174,139780,29030,8952,4.624558285,4.19417593,6.500334693,2.987709736,3.266569146,2.594030716,344100,51900,15.08282476,10591,8431,5448,62,1432,26.9236929,21.43269331,13.84952119,0.157612025,3.640329358,-0.506566818,-0.532289017,-0.25433572,-0.528945325,-0.45553422,-0.19595156,11.868631,-0.736612387,931.0878181,276.5522322,42.25167251
2017,Timis,546,739,1285,1046,255,248,503,416,493026,281538,699991,40.2202314,1.835737888,0.718580667,2.121591965,0.843768888,2.554318556,127280,18048,167519,73451,25213,25047,436558,29.15534706,4.134158577,38.372679,16.82502669,5.775406704,5.737381974,686736,75005,871372,161889,80316,40364,5.395474544,4.155862145,5.20163086,2.204040789,3.185499544,1.611530323,346300,52600,15.18914236,10600,8444,5448,62,1440,24.28085157,19.34221799,12.47944145,0.142020075,3.298530779,-0.539002349,-0.573641036,-0.382761639,-0.608379744,-0.525946192,-0.390745185,12.13007403,0.261443025,591.6316521,-339.456166,-36.45801818
2018,Timis,630,777,1407,1145,292,294,586,468,491512,286079,703493,40.66550769,2.000019901,0.832986256,2.329546379,0.952163935,2.833006156,137098,5658,159767,80368,27339,31062,441292,31.06741115,1.282144249,36.20437261,18.21197756,6.195217679,7.038876753,702361,33191,1505730,204816,80251,55336,5.123057959,5.86620714,9.424536982,2.548477006,2.935403636,1.781469319,348900,52700,15.1046145,10625,8444,5448,62,1440,24.07702836,19.13472259,12.34556711,0.140496542,3.263145491,-0.541503867,-0.577745535,-0.395310496,-0.616603329,-0.532790807,-0.405963457,12.77580123,0.645727198,761.6118478,169.9801958,28.73074744
2019,Timis,608,819,1427,1183,264,303,567,451,488663,288478,706042,40.85847584,2.021126222,0.803068373,2.420891289,0.922926434,2.824194595,133604,13601,165643,78242,16312,21200,428602,31.17204306,3.173340302,38.64727649,18.25516446,3.805861849,4.94631383,735018,70148,1726089,276105,43551,59352,5.501467022,5.157561944,10.42053694,3.52885918,2.669874939,2.799622642,347800,52400,15.06612996,11088,8444,5491,62,1467,25.8701546,19.70126131,12.81141945,0.144656348,3.422755843,-0.519496869,-0.566538744,-0.351643319,-0.579509683,-0.504297154,-0.368754926,12.98214274,0.20634151,690.5117982,-71.10004969,-9.335470541
